,jobId,state
975,39918670,Western Australia
976,39918873,New South Wales
977,39919694,Victoria
978,39923453,Victoria
979,39925092,Victoria
980,39925315,Queensland
981,39925585,Victoria
982,39928193,Victoria
983,39930532,New South Wales
984,39932924,Queensland
985,39941890,New South Wales
986,39942109,New South Wales
987,39942139,Western Australia
988,39951403,Queensland
989,39954648,South Australia
990,39955013,Victoria
991,39961986,New South Wales
992,39963958,Victoria
993,39972422,New South Wales
994,39974204,Victoria
995,39975849,Victoria
996,39979025,New South Wales
997,39979161,New South Wales
998,39980576,Victoria
999,39980988,Victoria
1000,39982982,New South Wales
1001,39984687,Western Australia
1002,39988046,New South Wales
1003,39990213,New South Wales
1004,39995247,Victoria
1005,39995370,Queensland
1006,39995692,Queensland
1007,39996316,New South Wales
1008,39998330,Victoria
1009,40004251,Victoria
1010,40004524,Western Australia
1011,40005447,Victoria
1012,40005621,Victoria
1013,40008803,New South Wales
1014,40009529,New South Wales
1015,40010624,Australian Capital Territory
1016,40010625,Australian Capital Territory
1017,40012141,New South Wales
1018,40013501,New South Wales
1019,40014752,Western Australia
1020,40016491,Western Australia
1021,40018165,Victoria
1022,40020893,Victoria
1023,40020894,Victoria
1024,40020943,New South Wales
1025,40022548,New South Wales
1026,40022618,Victoria
1027,40025777,Queensland
1028,40027694,New South Wales
1029,40027893,Queensland
1030,40031073,New South Wales
1031,40034004,Victoria
1032,40034126,Victoria
1033,40036844,Western Australia
1034,40036944,New South Wales
1035,40045842,Victoria
1036,40045911,New South Wales
1037,40049016,New South Wales
1038,40049039,New South Wales
1039,40052195,Queensland
1040,40052787,Western Australia
1041,40053109,New South Wales
1042,40059069,New South Wales
1043,40059410,New South Wales
1044,40064202,Victoria
1045,40067252,New South Wales
1046,40067480,Queensland
1047,40067497,Victoria
1048,40073238,South Australia
1049,40075499,Victoria
1050,40079584,South Australia
1051,40084233,Queensland
1052,40084577,Victoria
1053,40086171,Victoria
1054,40087387,New South Wales
1055,40088467,New South Wales
1056,40090873,New South Wales
1057,40090959,New South Wales
1058,40092412,New South Wales
1059,40094609,Australian Capital Territory
1060,40094646,New South Wales
1061,40094699,Victoria
1062,40094737,New South Wales
1063,40095645,Western Australia
1064,40095967,Western Australia
1065,40095968,Western Australia
1066,40097488,Victoria
1067,40098780,New South Wales
1068,40099938,New South Wales
1069,40100271,Western Australia
1070,40106749,Tasmania
1071,40108502,New South Wales
1072,40109550,New South Wales
1073,40111580,New South Wales
1074,40120255,New South Wales
1075,40124294,Victoria
1076,40125892,New South Wales
1077,40131103,South Australia
1078,40131621,New South Wales
1079,40131929,Western Australia
1080,40137230,Victoria
1081,40139106,New South Wales
1082,40142871,New South Wales
1083,40142872,Queensland
1084,40143241,Victoria
1085,40145975,New South Wales
1086,40147169,New South Wales
1087,40147775,New South Wales
1088,40148929,New South Wales
1089,40155358,New South Wales
1090,40157692,Victoria
1091,40158124,Victoria
1092,40160559,New South Wales
1093,40161833,New South Wales
1094,40166462,Victoria
1095,40168499,New South Wales
1096,40169540,New South Wales
1097,40177162,Western Australia
1098,40179751,New South Wales
1099,40181112,New South Wales
1100,40182122,Victoria
1101,40182457,Victoria
1102,40183818,Victoria
1103,40184903,Queensland
1104,40189624,Victoria
1105,40192096,Victoria
1106,40192105,Victoria
1107,40199588,Victoria
1108,40199589,Victoria
1109,40207259,Queensland
1110,40207260,Queensland
1111,40207261,Queensland
1112,40207262,Queensland
1113,40207560,New South Wales
1114,40207561,Victoria
1115,40207630,New South Wales
1116,40208095,Victoria
1117,40208819,Western Australia
1118,40209792,Victoria
1119,40209806,New South Wales
1120,40211856,New South Wales
1121,40211857,New South Wales
1122,40211928,New South Wales
1123,40216904,Western Australia
1124,40218844,Western Australia
1125,40222531,Western Australia
1126,40228331,Western Australia
1127,40229349,New South Wales
1128,40231150,Victoria
1129,40231258,New South Wales
1130,40231294,New South Wales
1131,40235873,Queensland
1132,40236061,New South Wales
1133,40236062,New South Wales
1134,40236063,New South Wales
1135,40241595,New South Wales
1136,40241958,Victoria
1137,40248240,New South Wales
1138,40256646,Queensland
1139,40257661,New South Wales
1140,40259750,New South Wales
1141,40259888,New South Wales
1142,40270044,New South Wales
1143,40270045,New South Wales
1144,40270299,New South Wales
1145,40270659,New South Wales
1146,40271192,Victoria
1147,40274216,Australian Capital Territory
1148,40275824,South Australia
1149,40278484,Victoria
1150,40278562,New South Wales
1151,40278934,New South Wales
1152,40279028,New South Wales
1153,40280118,Queensland
1154,40281955,Victoria
1155,40288333,New South Wales
1156,40291869,Victoria
1157,40291989,Victoria
1158,40300581,New South Wales
1159,40300719,Western Australia
1160,40300721,Western Australia
1161,40310189,Victoria
1162,40314237,Australian Capital Territory
1163,40315162,Queensland
1164,40315352,Australian Capital Territory
1165,40317101,Queensland
1166,40318414,New South Wales
1167,40319244,New South Wales
1168,40321296,New South Wales
1169,40324051,New South Wales
1170,40327897,Victoria
1171,40328216,Queensland
1172,40329437,New South Wales
1173,40331003,Australian Capital Territory
1174,40335464,Victoria
1175,40336575,Western Australia
1176,40338509,Victoria
1177,40340593,Victoria
1178,40343977,New South Wales
1179,40344499,South Australia
1180,40344719,New South Wales
1181,40345298,New South Wales
1182,40348405,Victoria
1183,40349792,New South Wales
1184,40352849,Victoria
1185,40354033,New South Wales
1186,40361987,Victoria
1187,40362009,Queensland
1188,40363858,New South Wales
1189,40365873,New South Wales
1190,40369561,New South Wales
1191,40371371,Victoria
1192,40374288,South Australia
1193,40382048,New South Wales
1194,40385464,Victoria
1195,40385699,New South Wales
1196,40385790,New South Wales
1197,40386941,New South Wales
1198,40386943,Victoria
1199,40389774,New South Wales
1200,40401238,Victoria
1201,40402536,Western Australia
1202,40404513,Victoria
1203,40407179,Victoria
1204,40411620,Victoria
1205,40411621,Victoria
1206,40413425,Western Australia
1207,40413765,Western Australia
1208,40415356,Victoria
1209,40415357,Victoria
1210,40416184,New South Wales
1211,40416400,New South Wales
1212,40417428,Victoria
1213,40419855,New South Wales
1214,40420055,Western Australia
1215,40421822,Victoria
1216,40421865,New South Wales
1217,40422633,Victoria
1218,40424977,Western Australia
1219,40427093,Victoria
1220,40428440,Queensland
1221,40428614,New South Wales
1222,40431127,Victoria
1223,40435995,New South Wales
1224,40443422,Australian Capital Territory
1225,40449379,New South Wales
1226,40450351,Victoria
1227,40458509,Western Australia
1228,40463023,Victoria
1229,40463410,Victoria
1230,40464030,New South Wales
1231,40465540,New South Wales
1232,40467228,Victoria
1233,40473030,New South Wales
1234,40475206,Victoria
1235,40478205,New South Wales
1236,40481888,Victoria
1237,40487400,Western Australia
1238,40490522,Western Australia
1239,40502645,Victoria
1240,40507997,New South Wales
1241,40508408,Victoria
1242,40510136,New South Wales
1243,40510187,New South Wales
1244,40510210,New South Wales
1245,40510394,New South Wales
1246,40510570,Australian Capital Territory
1247,40510592,New South Wales
1248,40510745,New South Wales
1249,40511098,New South Wales
1250,40512777,New South Wales
1251,40513999,New South Wales
1252,40515782,New South Wales
1253,40516339,New South Wales
1254,40516794,New South Wales
1255,40517297,New South Wales
1256,40517300,New South Wales
1257,40524404,Queensland
1258,40524871,New South Wales
1259,40525313,Western Australia
1260,40526746,New South Wales
1261,40530116,New South Wales
1262,40536084,New South Wales
1263,40537593,Australian Capital Territory
1264,40539080,New South Wales
1265,40539636,Australian Capital Territory
1266,40544993,Victoria
1267,40548267,New South Wales
1268,40549161,Victoria
1269,40550812,Queensland
1270,40552268,Victoria
1271,40554190,New South Wales
1272,40555424,New South Wales
1273,40556692,Victoria
1274,40557207,Queensland
1275,40557209,Victoria
1276,40557881,New South Wales
1277,40565652,Victoria
1278,40572253,New South Wales
1279,40572534,Victoria
1280,40572840,Western Australia
1281,40574064,New South Wales
1282,40574491,New South Wales
1283,40575253,New South Wales
1284,40575434,Victoria
1285,40582392,Australian Capital Territory
1286,40588789,Australian Capital Territory
1287,40590817,Victoria
1288,40591469,Victoria
1289,40596012,Western Australia
1290,40596013,Western Australia
1291,40602692,Victoria
1292,40605627,South Australia
1293,40608356,New South Wales
1294,40608926,Victoria
1295,40609100,Queensland
1296,40609473,Victoria
1297,40609813,New South Wales
1298,40611348,Australian Capital Territory
1299,40612010,Australian Capital Territory
1300,40613042,New South Wales
1301,40613422,Victoria
1302,40616286,Victoria
1303,40617237,Victoria
1304,40622425,New South Wales
1305,40626226,New South Wales
1306,40627947,Victoria
1307,40629559,New South Wales
1308,40629560,Victoria
1309,40629561,Queensland
1310,40629562,Western Australia
1311,40630208,New South Wales
1312,40632221,Victoria
1313,40643160,Victoria
1314,40643581,Victoria
1315,40644831,Western Australia
1316,40645413,Victoria
1317,40659394,New South Wales
1318,40659544,Australian Capital Territory
1319,40661060,Victoria
1320,40662980,New South Wales
1321,40663707,New South Wales
1322,40669534,New South Wales
1323,40670023,New South Wales
1324,40675498,New South Wales
1325,40681987,Victoria
1326,40686492,Australian Capital Territory
1327,40687701,Western Australia
1328,40688746,New South Wales
1329,40689069,Australian Capital Territory
1330,40689539,New South Wales
1331,40697513,Australian Capital Territory
1332,40698087,Victoria
1333,40699802,Australian Capital Territory
1334,40702274,Australian Capital Territory
1335,40702972,Australian Capital Territory
1336,40703984,Queensland
1337,40705087,Victoria
1338,40705088,Victoria
1339,40707613,New South Wales
1340,40714007,New South Wales
1341,40720542,Australian Capital Territory
1342,40724068,Western Australia
1343,40726582,Victoria
1344,40730461,Western Australia
1345,40732224,South Australia
1346,40732406,Victoria
1347,40732604,New South Wales
1348,40733705,New South Wales
1349,40735586,Western Australia
1350,40735587,Western Australia
1351,40736093,New South Wales
1352,40737322,New South Wales
1353,40743840,New South Wales
1354,40743938,Queensland
1355,40743939,Queensland
1356,40743940,Queensland
1357,40743941,Queensland
1358,40743942,Queensland
1359,40743943,Queensland
1360,40743970,Western Australia
1361,40743971,Western Australia
1362,40747655,Queensland
1363,40747656,Queensland
1364,40747657,Queensland
1365,40747658,Queensland
1366,40749874,Victoria
1367,40749875,Victoria
1368,40755087,New South Wales
1369,40755462,Victoria
1370,40755668,New South Wales
1371,40760443,New South Wales
1372,40762164,New South Wales
1373,40777408,New South Wales
1374,40778646,Victoria
1375,40779147,New South Wales
1376,40779701,Western Australia
1377,40783234,New South Wales
1378,40785518,New South Wales
1379,40787483,New South Wales
1380,40792968,New South Wales
1381,40794915,New South Wales
1382,40795453,Victoria
1383,40800810,Western Australia
1384,40804035,New South Wales
1385,40808464,Victoria
1386,40809090,Western Australia
1387,40809510,Australian Capital Territory
1388,40810758,New South Wales
1389,40811198,Queensland
1390,40812696,New South Wales
1391,40815162,New South Wales
1392,40816129,New South Wales
1393,40816549,New South Wales
1394,40818419,Victoria
1395,40820430,Victoria
1396,40825875,Victoria
1397,40826295,New South Wales
1398,40826472,Australian Capital Territory
1399,40828464,New South Wales
1400,40829063,Victoria
1401,40829086,New South Wales
1402,40829238,New South Wales
1403,40829491,New South Wales
1404,40831908,New South Wales
1405,40833693,Victoria
1406,40840712,Victoria
1407,40841551,New South Wales
1408,40842550,Western Australia
1409,40843019,South Australia
1410,40845962,New South Wales
1411,40849786,Victoria
1412,40850697,Queensland
1413,40850962,Victoria
1414,40853708,Victoria
1415,40854097,New South Wales
1416,40855996,Victoria
1417,40856469,New South Wales
1418,40858790,New South Wales
1419,40863579,Western Australia
1420,40871531,New South Wales
1421,40874707,New South Wales
1422,40874843,Victoria
1423,40875051,Victoria
1424,40876891,Australian Capital Territory
1425,40877750,New South Wales
1426,40877785,New South Wales
1427,40880268,Victoria
1428,40881617,Victoria
1429,40882263,Queensland
1430,40884416,New South Wales
1431,40884494,Victoria
1432,40885551,Western Australia
1433,40894132,Australian Capital Territory
1434,40894989,New South Wales
1435,40894998,Western Australia
1436,40895426,New South Wales
1437,40895432,New South Wales
1438,40898081,Victoria
1439,40898619,Victoria
1440,40899081,New South Wales
1441,40906909,New South Wales
1442,40909757,New South Wales
1443,40910836,Victoria
1444,40911298,Victoria
1445,40911670,New South Wales
1446,40918345,New South Wales
1447,40918942,New South Wales
1448,40925535,New South Wales
1449,40931693,Queensland
1450,40935512,New South Wales
1451,40935563,New South Wales
1452,40937456,New South Wales
1453,40944181,New South Wales
1454,40947347,New South Wales
1455,40948587,Queensland
1456,40952149,New South Wales
1457,40953958,Victoria
1458,40955895,New South Wales
1459,40955896,New South Wales
1460,40957005,New South Wales
1461,40957006,New South Wales
1462,40957827,New South Wales
1463,40961965,Victoria
1464,40963141,New South Wales
1465,40963229,Victoria
1466,40963644,Victoria
1467,40964260,South Australia
1468,40965621,Victoria
1469,40965716,Western Australia
1470,40973121,New South Wales
1471,40978246,New South Wales
1472,40978610,Victoria
1473,40980690,Queensland
1474,40980952,New South Wales
1475,40984734,New South Wales
1476,40985952,Queensland
1477,40986414,Victoria
1478,40987520,New South Wales
1479,40992792,New South Wales
1480,40996054,New South Wales
1481,40996056,New South Wales
1482,41000801,Victoria
1483,41003793,Victoria
1484,41004599,Victoria
1485,41010433,Victoria
1486,41012629,New South Wales
1487,41012846,New South Wales
1488,41013989,New South Wales
1489,41016053,Victoria
1490,41016997,Victoria
1491,41022689,New South Wales
1492,41023818,Victoria
1493,41024416,New South Wales
1494,41029792,Western Australia
1495,41033578,Queensland
1496,41036381,New South Wales
1497,41037334,New South Wales
1498,41026878,Queensland
1499,41047024,New South Wales
1500,41047636,Victoria
1501,41048460,Victoria
1502,41050968,Victoria
1503,41052770,New South Wales
1504,41059582,New South Wales
1505,41060119,Victoria
1506,41064177,New South Wales
1507,41064179,Victoria
1508,41064180,Queensland
1509,41066048,New South Wales
1510,41066222,New South Wales
1511,41070046,New South Wales
1512,41073174,Victoria
1513,41076215,New South Wales
1514,41082292,New South Wales
1515,41088023,New South Wales
1516,41088332,Victoria
1517,41092036,New South Wales
1518,41093642,New South Wales
1519,41094434,Victoria
1520,41094699,New South Wales
1521,41097773,New South Wales
1522,41098528,Victoria
1523,41103899,New South Wales
1524,41104332,Victoria
1525,41105511,New South Wales
1526,41107396,Victoria
1527,41111352,Queensland
1528,41114403,New South Wales
1529,41114772,Australian Capital Territory
1530,41118345,Victoria
1531,41118371,Victoria
1532,41134168,New South Wales
1533,41137739,New South Wales
1534,41139690,Victoria
1535,41139918,New South Wales
1536,41146665,Victoria
1537,41152863,New South Wales
1538,41156696,New South Wales
1539,41159600,Western Australia
1540,41162534,New South Wales
1541,41162721,Victoria
1542,41162815,New South Wales
1543,41168547,Victoria
1544,41172760,Queensland
1545,41175402,Western Australia
1546,41175648,Western Australia
1547,41175728,New South Wales
1548,41177939,Queensland
1549,41178628,Victoria
1550,41178815,Australian Capital Territory
1551,41181244,Western Australia
1552,41183557,Victoria
1553,41184361,Australian Capital Territory
1554,41185121,New South Wales
1555,41190741,Victoria
1556,41191123,Western Australia
1557,41195127,New South Wales
1558,41196333,Australian Capital Territory
1559,41196414,Australian Capital Territory
1560,41196630,Australian Capital Territory
1561,41201732,New South Wales
1562,41201820,Australian Capital Territory
1563,41201998,Victoria
1564,41202049,Australian Capital Territory
1565,41204801,New South Wales
1566,41204802,New South Wales
1567,41209208,Australian Capital Territory
1568,41212016,New South Wales
1569,41212059,New South Wales
1570,41215778,Western Australia
1571,41216460,Victoria
1572,41217993,Victoria
1573,41219285,New South Wales
1574,41221393,Queensland
1575,41221675,New South Wales
1576,41223086,Victoria
1577,41228514,Victoria
1578,41229164,South Australia
1579,41233213,Victoria
1580,41233915,New South Wales
1581,41241142,New South Wales
1582,41242575,Western Australia
1583,41246961,Queensland
1584,41251239,New South Wales
1585,41251774,New South Wales
1586,41251877,New South Wales
1587,41252140,Victoria
1588,41255298,New South Wales
1589,41257038,New South Wales
1590,41257048,New South Wales
1591,41261036,Victoria
1592,41263941,Victoria
1593,41267859,Queensland
1594,41272116,New South Wales
1595,41272859,Victoria
1596,41273155,New South Wales
1597,41273574,New South Wales
1598,41273929,Victoria
1599,41281823,Victoria
1600,41282028,New South Wales
1601,41284491,Queensland
1602,41284514,New South Wales
1603,41285258,New South Wales
1604,41290529,Victoria
1605,41292071,Australian Capital Territory
1606,41292283,Victoria
1607,41292862,New South Wales
1608,41296024,New South Wales
1609,41299477,New South Wales
1610,41302770,New South Wales
1611,41303284,Western Australia
1612,41304209,Western Australia
1613,41308922,Victoria
1614,41311514,New South Wales
1615,41316613,Victoria
1616,41317270,Victoria
1617,41319174,Queensland
1618,41320200,New South Wales
1619,41323449,UK & Ireland
1620,41325354,New South Wales
1621,41326293,South Australia
1622,41330563,New South Wales
1623,41337231,New South Wales
1624,41337246,New South Wales
1625,41341444,Victoria
1626,41343172,New South Wales
1627,41345156,Australian Capital Territory
1628,41350401,Western Australia
1629,41358026,Victoria
1630,41362781,New South Wales
1631,41363568,New South Wales
1632,41365564,Australian Capital Territory
1633,41365565,Australian Capital Territory
1634,41365572,Victoria
1635,41365573,Victoria
1636,41365574,Tasmania
1637,41365575,Tasmania
1638,50009233,Victoria
1639,50009579,New South Wales
1640,50011560,Victoria
1641,50012304,Victoria
1642,50014854,New South Wales
1643,50030828,Queensland
1644,50032919,New South Wales
1645,50032920,New South Wales
1646,50042381,Australian Capital Territory
1647,50042382,Australian Capital Territory
1648,50042391,New South Wales
1649,50042392,New South Wales
1650,50042395,Victoria
1651,50042396,Victoria
1652,50045846,Victoria
1653,50046020,New South Wales
1654,50047050,Victoria
1655,50047097,New South Wales
1656,50049315,Victoria
1657,50049858,Victoria
1658,50049886,New South Wales
1659,50049892,Queensland
1660,50049899,Western Australia
1661,50049907,Australian Capital Territory
1662,50049910,South Australia
1663,50049917,Tasmania
1664,50051375,Queensland
1665,50054797,Western Australia
1666,50055399,Victoria
1667,50056288,New South Wales
1668,50059301,Western Australia
1669,50062559,Western Australia
1670,50063475,Queensland
1671,50065102,Victoria
1672,50068047,Victoria
1673,50070808,Australian Capital Territory
1674,50072311,Victoria
1675,50072923,Western Australia
1676,50077256,Western Australia
1677,50085283,New South Wales
1678,50088640,New South Wales
1679,50094828,Australian Capital Territory
1680,50095022,Australian Capital Territory
1681,50095173,Australian Capital Territory
1682,50095468,Australian Capital Territory
1683,50095486,Australian Capital Territory
1684,50095735,Australian Capital Territory
1685,50095929,Australian Capital Territory
1686,50096308,Australian Capital Territory
1687,50096559,Australian Capital Territory
1688,50100335,Australian Capital Territory
1689,50101034,Victoria
1690,50102837,New South Wales
1691,50102838,New South Wales
1692,50104038,Australian Capital Territory
1693,50105177,Australian Capital Territory
1694,50107412,New South Wales
1695,50109374,Victoria
1696,50109811,Victoria
1697,50125813,Victoria
1698,50128877,Victoria
1699,50131066,New South Wales
1700,50141872,Victoria
1701,50144278,New South Wales
1702,50145900,New South Wales
1703,50158684,Victoria
1704,50160561,South Australia
1705,50173686,New South Wales
1706,50175290,Victoria
1707,50175291,Victoria
1708,50175971,New South Wales
1709,50180009,Victoria
1710,50184570,Western Australia
1711,50193330,New South Wales
1712,50198562,Victoria
1713,50200263,New South Wales
1714,50200327,New South Wales
1715,50204263,Victoria
1716,50214501,New South Wales
1717,50214886,Victoria
1718,50217120,Victoria
1719,50217773,New South Wales
1720,50220847,Victoria
1721,50222198,New South Wales
1722,50227915,Victoria
1723,50229473,New South Wales
1724,50230115,Queensland
1725,50232597,Victoria
1726,50234085,New South Wales
1727,50235754,New South Wales
1728,50236741,New South Wales
1729,50246728,New South Wales
1730,50246943,New South Wales
1731,50247543,New South Wales
1732,50247862,New South Wales
1733,50248956,Queensland
1734,50249469,Victoria
1735,50249691,New South Wales
1736,50250562,New South Wales
1737,50251893,New South Wales
1738,50259184,New South Wales
1739,50261784,New South Wales
1740,50261785,New South Wales
1741,50262813,New South Wales
1742,50263893,Western Australia
1743,50264101,New South Wales
1744,50264156,Victoria
1745,50265670,New South Wales
1746,50269160,New South Wales
1747,50270868,Western Australia
1748,50271161,New South Wales
1749,50271490,Victoria
1750,50272575,Victoria
1751,50278557,Queensland
1752,50284114,New South Wales
1753,50298668,Victoria
1754,50302831,New South Wales
1755,50303706,New South Wales
1756,50303888,New South Wales
1757,50307235,New South Wales
1758,50307364,Western Australia
1759,50309769,New South Wales
1760,50309824,Queensland
1761,50309961,Queensland
1762,50313622,Victoria
1763,50314304,New South Wales
1764,50314461,New South Wales
1765,50319450,New South Wales
1766,50326963,Australian Capital Territory
1767,50327005,Australian Capital Territory
1768,50327024,Australian Capital Territory
1769,50327061,Australian Capital Territory
1770,50327472,Australian Capital Territory
1771,50327591,Australian Capital Territory
1772,50327708,Australian Capital Territory
1773,50327960,Australian Capital Territory
1774,50328132,Australian Capital Territory
1775,50328222,Australian Capital Territory
1776,50331122,New South Wales
1777,50331851,Australian Capital Territory
1778,50337898,Victoria
1779,50338123,New South Wales
1780,50338431,Australian Capital Territory
1781,50347384,New South Wales
1782,50358869,Queensland
1783,50358870,Queensland
1784,50365446,New South Wales
1785,50370202,Victoria
1786,50370550,New South Wales
1787,50371982,Victoria
1788,50376009,Australian Capital Territory
1789,50379316,Victoria
1790,50383210,New South Wales
1791,50388867,Victoria
1792,50393123,Western Australia
1793,50393759,New South Wales
1794,50393769,Victoria
1795,50394569,Queensland
1796,50396702,New South Wales
1797,50399710,Western Australia
1798,50399820,Western Australia
1799,50400336,Victoria
1800,50406782,Western Australia
1801,50409388,Victoria
1802,50411433,Australian Capital Territory
1803,50411496,Australian Capital Territory
1804,50419238,Victoria
1805,50432123,New South Wales
1806,50434820,Victoria
1807,50436938,New South Wales
1808,50444125,New South Wales
1809,50445040,Victoria
1810,50445189,New South Wales
1811,50447749,New South Wales
1812,50447880,New South Wales
1813,50449684,New South Wales
1814,50456042,New South Wales
1815,50459802,Victoria
1816,50459803,Victoria
1817,50459804,New South Wales
1818,50459805,New South Wales
1819,50462790,New South Wales
1820,50462922,New South Wales
1821,50464386,New South Wales
1822,50465400,New South Wales
1823,50474728,New South Wales
1824,50477038,Victoria
1825,50480202,Victoria
1826,50482368,New South Wales
1827,50483202,Victoria
1828,50488878,Australian Capital Territory
1829,50490284,Victoria
1830,50493158,Victoria
1831,50495354,New South Wales
1832,50496424,New South Wales
1833,50498265,New South Wales
1834,50500820,UK & Ireland
1835,50501287,New South Wales
1836,50504615,New South Wales
1837,50508401,Victoria
1838,50510410,New South Wales
1839,50514565,Victoria
1840,50516729,New South Wales
1841,50519045,New South Wales
1842,50525412,New South Wales
1843,50525869,Victoria
1844,50525928,New South Wales
1845,50526178,Victoria
1846,50526224,New South Wales
1847,50526697,New South Wales
1848,50527541,Victoria
1849,50528148,Western Australia
1850,50529494,Victoria
1851,50532525,New South Wales
1852,50537814,New South Wales
1853,50540551,Victoria
1854,50541122,South Australia
1855,50542539,Victoria
1856,50543126,New South Wales
1857,50547605,New South Wales
1858,50552136,Australian Capital Territory
1859,50556874,New South Wales
1860,50558063,New South Wales
1861,50558569,New South Wales
1862,50559132,New South Wales
1863,50560687,New South Wales
1864,50563004,New South Wales
1865,50568294,New South Wales
1866,50569726,New South Wales
1867,50570200,New South Wales
1868,50573251,South Australia
1869,50574788,South Australia
1870,50575940,South Australia
1871,50577370,South Australia
1872,50577937,South Australia
1873,50578366,New South Wales
1874,50578788,South Australia
1875,50579350,New South Wales
1876,50581876,New South Wales
1877,50583169,New South Wales
1878,50584022,South Australia
1879,50586342,South Australia
1880,50588064,New South Wales
1881,50588694,New South Wales
1882,50588695,New South Wales
1883,50594742,Australian Capital Territory
1884,50595621,Australian Capital Territory
1885,50597218,Australian Capital Territory
1886,50597858,Victoria
1887,50607768,New South Wales
1888,50612647,Western Australia
1889,50614147,New South Wales
1890,50615280,Victoria
1891,50618629,New South Wales
1892,50619043,New South Wales
1893,50619301,Victoria
1894,50626792,Victoria
1895,50627460,Victoria
1896,50628263,Western Australia
1897,50640175,New South Wales
1898,50642860,Victoria
1899,50643045,South Australia
1900,50643257,South Australia
1901,50643679,Queensland
1902,50643682,Australian Capital Territory
1903,50644232,South Australia
1904,50644746,Victoria
1905,50645114,Victoria
1906,50646206,South Australia
1907,50649828,Victoria
1908,50649878,New South Wales
1909,50652053,Victoria
1910,50659171,South Australia
1911,50659809,New South Wales
1912,50660122,Australian Capital Territory
1913,50675590,New South Wales
